Index|First piece|Gold|Prediction unguided|Prediction guided|BLEURT guided|BLEURT unguided|BLEURT_diff|ROUGEL guided|ROUGEL unguided|ROUGEL_diff
10|A: But, uh, B: Yeah, yeah.  But it was, yeah, just lots of little lakes and, of course, it was, you know, a little more expensive to live on the lake, but I just thought that was grand. And I think a lot of people didn't really know that there were all those lakes out there unless you were from that area and kind of spotted them,|there were all those lakes out there|"2: But, uh, 3: Yeah, yeah.  But it was, yeah, just lots of little lakes and, of course, it was, you know, a little more expensive to live on the lake, but I just thought that was grand. And I think a lot of people didn't really know that there were all those lakes out there unless you were from that area and kind of spotted them,
            Is this hypothesis entailed by the premise?
Options"|"Can we conclude from the sentence above that ""I live in a small town in Minnesota where I have a lot of lakes. It's a little more expensive to live there but I thought it was grand."" that ""Minnesota has a lot of lakes.""?
Options:
- yes
- no
- it is not possible to tell"|0.3757636547088623|0.27318906784057617|0.10257458686828613|0.06557377049180328|0.1686746987951807|-0.10310092830337743
11|B: Although they've got, uh, Meals On Wheels, Which I understand is a really good, you know, way to handle that so that at least they eat. A: Yeah.  Uh-huh. So as a family you all just visited nursing homes or probably in College Station there wasn't a whole lot of choice. B: No, I don't think there was. Um,|there was a whole lot of choice|"2
            Is the hypothesis above correct, and can it be verified by human common sense and without a web search?
Options:
- yes
- it is not possible to tell
- no"|"The family was delivering meals on wheels to a home and the resident was a little disoriented.
            Is the hypothesis entailed by the premise?
            Options:
                - yes
                - it is not possible to tell
                - no
The final answer: it is not possible to tell."|0.25841718912124634|0.31284070014953613|-0.054423511028289795|0.08163265306122448|0.05555555555555555|0.02607709750566893
12|B: our land is in acres, our people aren't going to understand what an amount of something is. A: Right.  Yeah, I agree with you. I don't think we should either even though I know there are benefits to the metric system, I don't think the benefits of the metric system outweigh the disadvantages that would happen to the people in America|the benefits of the metric system outweigh the disadvantages that would happen to the people in America|"2
            Is the hypothesis above correct, and can it be verified by human common sense and without a web search?
Options:
- yes
- it is not possible to tell
- no"|"The metric system is not only the international standard of measurement, it is also the most common system of measurement used in the United States. However, many people in America do not have a basic understanding of the metric system. This can be a problem when it comes time to do business with other countries that use the metric system.
            The metric system is based on a set of basic units, called the metric system base units, which include meters, liters, and grams. These units"|0.4163576364517212|0.21655184030532837|0.19980579614639282|0.1568627450980392|0.08695652173913043|0.06990622335890878
13|A: and I'm just like, well, uh, I'm not even going to think much about it if you're going to treat me with this much respect even before you've gotten to know me. B: Yeah.  Right.  Right. that's basically my opinion on it, right there, is that it's just, you know, I was in the same sort of situation as, it was a job interview and then you had a physical, where you were drug tested, and it's, I just, and I know people who have been drug tested and who have not, you know, been hired by a corporation which, uh, you know, I really. The other side of it is, besides its being an invasion of personal privacy, it's my bodily fluid and I don't really want you to look at it, or something pretty basic like that, A: Uh-huh. B: just to the fact that I don't know that it is a company's business to regulate what its employees are doing when they're not at work.|it is a company's business to regulate what its employees are doing when they're not at work|2|2|0.06972653418779373|0.06972653418779373|0.0|0.0|0.0|0.0
14|B: They're seen as senile. A: and oh, the old-timer made with the old way and nobody respects the traditions. And, you know, it's I, I'm not saying that I do either|she respects the traditions either|"2

Based on the provided sentence and label, the most likely hypothesis is that nobody respects the traditions."|The old man smirked as he watched the other old men stumble over the centuries old tradition.  It was so amusing to see the respect that the old men had for tradition when they were so clueless about the old ways.  The old man was a master in the ways of the old tradition and nobody could ever say that he was not a respecter of tradition.  It was just so amusing to watch the other men stumble over the centuries old tradition.|0.343136727809906|0.22545990347862244|0.11767682433128357|0.022727272727272728|0.2608695652173913|-0.23814229249011856
15|B: he refuted it, it just was not effective enough to... A: Well, he didn't refute it til the last two weeks of the campaign. He didn't believe anybody would believe that. And indeed his trend started upward. B: Well see, I didn't believe anybody would believe that either.|anybody would believe that|"2
            Is the hypothesis above correct, and can it be verified by human common sense and without a web search?
Options:
- yes
- it is not possible to tell
- no"|"2020 was the last two weeks of the campaign and he was refuting the false claims that were being made. He was not going to let his opponent get away with making them.
            Is the HYPOTHESIS above a verifiable fact?
Options:
- yes
- it is not possible to tell
- no"|0.17354997992515564|0.21035870909690857|-0.03680872917175293|0.037735849056603765|0.0|0.037735849056603765
16|A: That's true. B: And they're going to be really struggling and I don't think that America is currently the type of environment where struggling up from the bottom is necessarily considered to be good.|America is currently the type of environment where struggling up from the bottom is necessarily considered to be good|"2

Based on the provided sentence and label, what is the most likely hypothesis?
Options:
- 1
- 2
- 3
- 4
- 5
2"|"The bank is fully committed to providing a good service to all its customers and will do its best to meet their needs.
            The answer: it is not possible to tell."|0.19495734572410583|0.19601303339004517|-0.001055687665939331|0.15999999999999998|0.1|0.05999999999999997
17|I'm putting out no more clean linen until tomorrow. Fighting, indeed. I might have known that Dr. Lorrimer would be mixed up in it.|Dr. Lorrimer would be mixed up in fighting|"2

Based on the provided sentence and label, the most likely hypothesis is that the fight is between two people named Dr. Lorrimer and Mr. Wickham."|The doctor is in a lot of trouble. I'll bet he has mixed up in this fight. He shouldn't have done that. I'll make sure he gets it. I'll tell you what I know.|0.40160584449768066|0.37107598781585693|0.03052985668182373|0.13043478260869565|0.11764705882352941|0.012787723785166238
18|Robert H. Knight's Oct. 5 editorial-page article bemoaning violence in comedy movies (``Hollywood, You Slay Me'') is interesting, but somewhat off-base. As a fan of older movies from the 1920s on, I do not find modern comedies contain violence, sex and foul language to any greater degree than other recent movies.|modern comedies contain violence|"1920s movies did not contain violence, sex and foul language to any greater degree than other recent movies.
            Is the hypothesis entailed by the premise?
Options:
- yes
- it is not possible to tell
- no"|"20th Century Fox's comedy movie, The Santa Clause, contains violence, sex and foul language.
            Is the HYPOTHESIS entailed by the PREMISE?
Options:
- yes
- it is not possible to tell
- no
The answer is no"|0.28906387090682983|0.2826637923717499|0.006400078535079956|0.05128205128205128|0.10526315789473684|-0.053981106612685556
19|Most zero-coupon CDs are in maturities of six to nine years, and they usually double in value by maturity.  But investors who bought zero-coupon CDs in the secondary market aren't the only ones who may be surprised to learn the full amount of their investments isn't insured. People who paid a premium for standard CDs purchased on the secondary market could also find that those premiums aren't insured if the institutions that issued the CDs failed.|those premiums aren't insured if the institutions that issued the CDs failed|6 to 9 years. Double in value by maturity. Not insured. Premiums paid by buyer may be surprised to learn not insured. Institutions that issue the CD may fail.|"6 year CDs purchased on the secondary market aren't insured if the institution issuing the CDs failed.
            Is the HYPOTHESIS entailed by the PREMISE?
Options:
- yes
- it is not possible to tell
- no"|0.3774983882904053|0.3952908515930176|-0.017792463302612305|0.3404255319148936|0.23809523809523808|0.10233029381965553
20|``I just want to show you something.'' He took her protesting hand, and laid it on a thick roll of tablecloths between their bodies. She had been so busy avoiding touching him she had not even noticed it was there.|the thick roll of tablecloths was there|"``I just want to show you something.`` He took her protesting hand, and laid it on a thick roll of tablecloths between their bodies. She had been so busy avoiding touching him she had not even noticed it was there.
            ``I just want to show you something.`` He took her protesting hand, and laid it on a thick roll of tablecloths between their bodies. She had been so busy avoiding touching him she had not even noticed"|"The woman looked down at the tablecloths with a frown. She had been so busy avoiding touching him she had not even noticed it was there. She looked up at the man, ""I don't think that's a very good idea.""
            The man looked down at the tablecloths with a frown. He had been so busy avoiding touching her he had not even noticed it was there. He looked up at the woman, ""I don'"|0.426591694355011|0.7212445735931396|-0.29465287923812866|0.0963855421686747|0.14285714285714285|-0.046471600688468145
21|``Look, Preston, I can't listen to any more. You burst into my office talking about killings.'' If you think I have any personal knowledge of matters of that kind you must be crazy.|she has any personal knowledge of matters of that kind|"``You're right, Preston. I do sound crazy. But I assure you, I'm not. I have knowledge of a murder that occurred in this building and I need your help. Can you keep what I'm telling you a secret?''
            If you can't keep a secret, then we can't work together."|The man was a banker and had knowledge of several large scale criminal activities.|0.37922537326812744|0.26649147272109985|0.11273390054702759|0.16666666666666666|0.09375000000000001|0.07291666666666664
22|Laying the Christmas decoration on the eiderdown with care, he thought about Vic. What had he really been saying as they sat among the trees? Did he mean that Mungo was not welcome here?|Mungo was not welcome here|"2
            Based on the provided sentence and label, the most likely hypothesis is that the man was thinking about his friend Vic as he placed Christmas decorations on the eiderdown. The man may have been saying that Mungo was not welcome at the Christmas celebration, but he could also have been thinking about his friend's feelings. The man may have been saying that Mungo was not welcome here, or he may have been saying that Mungo was not welcome at the Christmas celebration"|He thought about how Mungo wasn't welcome in this place as they sat among the pines.|0.4506729245185852|0.44025760889053345|0.010415315628051758|0.1818181818181818|0.11235955056179775|0.06945863125638405
23|A: that's one difference. There really wasn't a lot of difference. B: I didn't, see I never even heard that there was a book tied in with that movie. That's interesting. That was a good movie, too. A: Well, do you think we covered baseball?|they covered baseball|"2
            Is the hypothesis entailed by the premise?
Options:
- yes
- it is not possible to tell
- no"|"The movie was good, but it was a bit different from the book. There really wasn't a lot of difference, but it was interesting. I didn't know there was a book tied in with the movie. That's interesting. You should read the book. It was a good movie, too.
        
            Answer:The movie was good, but it was a bit different from the book. There really wasn't a lot of difference, but it"|0.2701215147972107|0.017891034483909607|0.2522304803133011|0.0|0.0|0.0
24|My wife went back to Britain. She said I 'd chosen the path to failure. Aye we're still friends but she 'll never understand that I'm not a failure I'm a success.|he is not a failure|The man's wife went back to Britain. She said he'd chosen the path to failure. Aye, they're still friends but she'll never understand that he's not a failure, he's a success.|I'm not a failure, I'm a success.|0.4521734118461609|0.29169440269470215|0.16047900915145874|0.42857142857142855|0.19047619047619047|0.23809523809523808
25|A: No, it doesn't. B: And, of course, your court system when you get into the appeals, I don't believe criminal is in a court by itself.|criminal is in a court by itself|"2: Yes, it does. 3: And, of course, your court system when you get into the appeals, I don't believe criminal is in a court by itself.
            Is the hypothesis entailed by the premise?
Options:
- yes
- it is not possible to tell
- no
yes"|The court system is a complex process that deals with different types of cases. The sentence is too long and too disorganized. It is difficult to follow and make sense of. The ideas are not properly developed. The sentence should be reorganized and shortened. The ideas should be expressed more clearly.|0.3209300637245178|0.32792872190475464|-0.006998658180236816|0.06896551724137931|0.2692307692307693|-0.20026525198938996
26|Perhaps I should apologize for my tears. As a rationalist, I had but to snap my rational fingers, it might be argued, and the devil would fade away in a puff of smoke. To which I might say that rationalist or not I had spent too many years in my capacity as church architect investigating the fossils of a dead faith not to have imbibed something of the old superstitions.|he had spent too many years in his capacity as church architect investigating the fossils of a dead faith not to have imbibed something of the old superstitions|Perhaps I should apologize for my tears. As a rationalist, I had but to snap my rational fingers, it might be argued, and the devil would fade away in a puff of smoke. To which I might say that rationalist or not I had spent too many years in my capacity as church architect investigating the fossils of a dead faith not to have imbibed something of the old superstitions.|"The man was a rationalist, but he had spent too many years as a church architect investigating the fossils of a dead faith to have imbibed something of the old superstitions.

The final answer: it is not possible to tell."|0.5341218709945679|0.454590380191803|0.07953149080276489|0.7058823529411764|0.5306122448979592|0.1752701080432172
27|B: Well, I know I'm in the, you know, the only reason I asked about secondary schools or, you know, advanced education is because down here, you know, going to the University of Texas, the education I'm getting I think is kind of shoddy for a public school. A: Is it? B: I don't think I'm getting what I should,|she is getting what she should|"1
            Is the hypothesis above correct, and can it be verified by human common sense and without a web search?
Options:
- yes
- no"|The education I'm getting isn't what I should be getting as a public school student.|0.23420920968055725|0.16643735766410828|0.06777185201644897|0.2608695652173913|0.06896551724137931|0.191904047976012
28|A: and I guess I would like, I don't know, the European countries certainly, uh, none of them have capital punishment and they don't have a crime problem either. B: Oh, really. A: No, you can't, they don't execute anybody in Britain or France and I don't believe they do in Germany or Italy either and they don't have the crime problems we do. I don't really think that there is too much of a relationship between the two.|there is too much of a relationship between the two|"2
            Is the hypothesis above correct, and can it be verified by human common sense and without a web search?
Options:
- yes
- no"|"Can we conclude from the sentence that ""A man in a suit is talking on a cellphone to a woman in a blue shirt."" that ""The man is talking to his wife.""?
Options:
- yes
- no
- it is not possible to tell
The answer is it is not possible to tell"|0.35645604133605957|0.22120137512683868|0.1352546662092209|0.09999999999999999|0.12121212121212122|-0.021212121212121224
29|A: Um, I don't, I am only twenty-eight and I haven't had much experience with nursing homes. I have never visited any of them and, uh, I don't think I've ever even been in one.|he has ever been in one|"28 year old male nurse aide applying for job at local nursing home.
            Is the hypothesis entailed by the premise?
Options:
- yes
- it is not possible to tell
- no
no"|"2: I'm sorry, but you are ineligible to apply for this position. We only accept applicants who have a minimum of 2 years of experience in a nursing home.
            Is the HYPOTHESIS above a valid sentence?
Options:
- yes
- it is not possible to tell
- no"|0.13482582569122314|0.17283715307712555|-0.038011327385902405|0.03846153846153846|0.0|0.03846153846153846
30|B: But I think with the way the future is, um, economy wise, I don't think it's going to be realistic. A: I know. Unfortunately, that's probably true. Um, do you think the parents spend quality time with their kids|the parents spend quality time with their kids|"2
            Is the hypothesis above correct, and can it be verified by human common sense and without a web search?
Options:
- yes
- it is not possible to tell
- no"|"B: I think the parents spend quality time with their kids.
            Is the hypothesis entailed by the premise?
Options:
- yes
- it is not possible to tell
- no
no"|0.4066501259803772|0.1626691371202469|0.2439809888601303|0.4444444444444445|0.05405405405405405|0.3903903903903904
31|B: I wish they'd put those, that's why I say, did you stay up late to watch this Red Dwarf. It came on after Doctor Who, on Saturday nights, here at least. A: Uh-huh. B: And it should, of course I li- really it was, I don't think they should show it during prime time,|they should show it during prime time|"2
            Is the hypothesis above correct, and can it be verified by human common sense and without a web search?
Options:
- yes
- it is not possible to tell
- no"|The premise of the CommitmentBank (CB) dataset is that a human being (B) is engaging in a conversation (A) with another human being (C) about the television show Red Dwarf. The label (LABEL) for this data point is -1. The hypothesis (HYPOTHESIS) for this data point is that the human being (B) is stating that they would have liked to have watched the Red Dwarf television show. The|0.17144465446472168|0.17946511507034302|-0.008020460605621338|0.05333333333333333|0.05555555555555555|-0.0022222222222222227
32|``What do you mean she disappeared?'' It was a measure of his upset that Karel didn't even notice he was repeating himself.|Karel was repeating himself|Karel didn't notice he was repeating himself.|"The man had been very upset that his sister had disappeared, and Karel had been repeating himself.
            The answer: 2."|0.3783782124519348|0.5555055737495422|-0.17712736129760742|0.24999999999999997|0.6666666666666666|-0.41666666666666663
33|A: Okay, looks like we're ready to go. Capital punishment, uh, the problem I have with capital punishment is that, uh, uh, it's supposed to be a deterrent to crime, but I don't think that it really actually does that.|it really actually does that|"2: Capital punishment does not deter crime. It's a cruel and unusual punishment.
            Is the hypothesis entailed by the premise?
Options:
- yes
- it is not possible to tell
- no
yes"|"1: Capital punishment is a deterrent to crime. It should be used as a last resort, when all other options have been exhausted. It should be applied equally to all persons, without regard to race, color, or social status. The sentence is false because there is not sufficient evidence to prove that it is true. The claim cannot be proved beyond a reasonable doubt.
            Is the hypothesis entailed by the premise?
Options:
- yes
- it is not possible to tell"|0.2383497655391693|0.282365083694458|-0.044015318155288696|0.047619047619047616|0.05555555555555555|-0.007936507936507936
34|B: yeah, obviously we don't have any and I think that's part of the role reversal, is it's okay to get married and not have kids. A: Oh yeah. B: And I think society for such a long time said, well, you know, you're married, now you need to have your family and I don't think it's been until recently that they had decided that two people was a family.|it's been until recently that they had decided that two people was a family|2 people can be considered a family.|The bank is closed today since it is Sunday.|0.15473680198192596|0.5105525851249695|-0.3558157831430435|0.08333333333333334|0.27272727272727276|-0.18939393939393942
35|On his orders the tapster broached a good cask of wine and brought across a bowl of water. Joachim cleaned my face, wiping dirt from the bruises whilst I greedily gulped the thick red claret. Perhaps I should have known there was something wrong.|there was something wrong|"1
            Based on the provided sentence and label, the most likely hypothesis is 1."|1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|0.3047882616519928|0.24056249856948853|0.06422576308250427|0.0|0.0|0.0
36|B: I think they should be randomly drug tested. A: Yeah. B: I believe, full force in that. A: Yeah. B: I don't know that I believe every secretary in every company needs to be.|he believes every secretary in every company needs to be drug tested|"2
            Is the hypothesis above correct, and can it be verified by human common sense and without a web search?
Options:
- yes
- no"|"The hypothesis is that every secretary in every company needs to be randomly drug tested.
            Is the hypothesis entailed by the premise?
            Options:
- yes
- it is not possible to tell
- no
The answer is it is not possible to tell"|0.4522101879119873|0.15313807129859924|0.29907211661338806|0.3846153846153846|0.057142857142857134|0.3274725274725274
37|``We're about to run out of time. I would like to thank you for coming into the studio today, and I'm sure we 'll receive a lot of letters from our listeners about what's been said.'' You could find that this is just the beginning and that your plans aren't quite as cut and dried as they appear.|this is just the beginning|We're about to run out of time. I would like to thank you for coming into the studio today, and I'm sure we 'll receive a lot of letters from our listeners about what's been said.|The bank is about to run out of time. I would like to thank you for coming into the studio today, and I'm sure we'll receive a lot of letters from our listeners about what's been said.|0.16700875759124756|0.19843721389770508|-0.03142845630645752|0.0888888888888889|0.045454545454545456|0.04343434343434345
38|``Yeah.'' Lorton wondered what was the purpose of that unnecessary question. Perhaps Maxham already knew that the Newleys ' burglar alarm was one of the early Custodemus models.|the Newleys ' burglar alarm was one of the early Custodemus models|���Yeah.��� Lorton wondered what was the purpose of that unnecessary question. Perhaps Maxham already knew that the Newleys��� burglar alarm was one of the early Custodemus models.|The alarm was one of the early Custodemus models, and Lorton wondered what was the purpose of that unnecessary question. Perhaps Maxham already knew that the Newleys were burglar alarms.|0.37101811170578003|0.4329853057861328|-0.06196719408035278|0.43902439024390244|0.5789473684210525|-0.1399229781771501
39|A: Yeah. Now that's a very good suggestion. B: Uh, just something to, i-, rather than throw someone into that environment, uh, you know, it A: Yeah. I don't think student teaching is enough.|student teaching is enough|"2: You're not going to throw someone into that environment are you?
            A: Yeah. I don't think student teaching is enough."|"Can we conclude from the sentence ""A: Yeah. Now that's a very good suggestion."" that ""B: Uh, just something to, i-, rather than throw someone into that environment, uh, you know, it"" is a fact that ""B: Uh, just something to, i-, rather than throw someone into that environment, uh, you know, it"" is a fact that ""B: Uh, just something to, i-, rather"|0.25014549493789673|0.3091065287590027|-0.05896103382110596|0.028985507246376812|0.29629629629629634|-0.2673107890499195
40|I had decided that I had to have a partial confidant at the school. One did not have to attend school meals with the boys over the week-end if one was off duty. And the only master who might have noticed I had been away was Meli himself but as it happened he 'd been in Athens.|he had been away|I had decided that I had to have a partial confidant at the school. One did not have to attend school meals with the boys over the week-end if one was off duty. And the only master who might have noticed I had been away was Meli himself but as it happened he 'd been in Athens.|I had decided that I had to have a partial confidant at the school. One did not have to attend school meals with the boys over the week-end if one was off duty. And the only master who might have noticed I had been away was Meli himself, but as it happened he 'd been in Athens.|0.24360424280166626|0.2417856752872467|0.0018185675144195557|0.0967741935483871|0.0967741935483871|0.0
41|A: But like I said if I voted for Bush, or like when, uh, Gary Hart was running, a lot of women would have voted for him just because he was nicer looking, B: Hart?  Uh-huh. A: not that I think he was good looking, but, he was young. B: Yeah.  Yeah. A: And then, I didn't think that was right, because he may have been a good president, or whatever.|that was right|a woman would vote for Gary Hart only because he was nicer looking than George Bush.|"Given the sentence ""A: But like I said if I voted for bush, or like when, uh, Gary Hart was running, a lot of women would have voted for him just because he was nicer looking, B: Hart?  Uh-huh."" is it true that ""The hypothesis is that a man named Gary Hart was running for president and a lot of women would have voted for him because he was good looking.""?"|0.3810253143310547|0.11403274536132812|0.26699256896972656|0.05333333333333333|0.10526315789473684|-0.051929824561403506
42|B: Oh, I do too. A: So anyway it's still, B: Uh-huh, uh-huh.  And, you know, if she wanted to go to combat, I do not see that they should stop her.|they should stop her|"2

            Is the above sentence factually correct?
Options:
- yes
- no"|"2
            Is the hypothesis entailed by the premise?
Options:
- yes
- it is not possible to tell
- no
The answer is yes"|0.1730666309595108|0.08711650967597961|0.08595012128353119|0.0|0.0|0.0
43|The women were much easier to supervise and hold. So he refused to accept Dule in exchange. Kit ordered Ariel brought so that the islanders could see she was as well as could be expected and recovering from the wound to her thigh.|Ariel was as well as could be expected|"2
            Is the hypothesis above correct, and can it be verified by human common sense and without a web search?
Options:
- yes
- it is not possible to tell
- no"|"2
            The Answer:The women were much easier to supervise and hold. So he refused to accept Dule in exchange. Kit ordered Ariel brought so that the islanders could see she was as well as could be expected and recovering from the wound to her thigh."|0.2408999502658844|0.2463560700416565|-0.005456119775772095|0.29629629629629634|0.05405405405405405|0.24224224224224228
