Index|Label|First piece|Gold|Prediction
12|-1|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they came in sight.|"2. Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.
            
            The final answer: 2."
13|-1|The wheel was a blur and the needle was a streak of light.|Mrs. Black's plump hands scrambled on the cloth, feeding it under the needle|The wheel was a blur and the needle was a streak of light.
14|-1|Muriel has in her living room a famous painting of a ballerina.|She bought the painting when she was thirty.|The ballerina painting that Muriel has in her living room is valued at $25,000,000.
15|-1|Muriel has hanging in her living room a famous painting|by Cecile d'Arblay of a ballerina putting on her shoe.|"FINAL PIECE: ""Muriel has hanging in her living room a famous painting by Monet."""
16|-1|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way as if it had been a living creature.|"The man advanced at once to the bureau, starting involuntarily when he bumped into Mr. 
            
            The two pieces are now a single instance. Please finish the THIRD PIECE."
17|-1|Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a member of the Soviet Politburo,
            FINAL PIECE:  was a member of the Soviet Politburo during the Second World War.
            
            Kotkin describes how Lev Kamenev, a member of the Soviet Politburo, was a member of the Soviet Politburo during the Second World War."
18|-1|The wheel was a blur and the needle was a streak of light.|Mrs. Black's plump hands scrambled on the cloth, feeding it under the needle|The wheel was a blur and the needle was a streak of light.
19|-1|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|"The man advanced at once to the bureau, starting involuntarily when he bumped into Mr. 
            
            The two pieces are not a single instance, so they cannot be combined into a single sentence."
20|-1|The people in my reading group found Carpenter's|poems hard to understand because they are obscure.|"### FULL TEXT: The people in my reading group found Carpenter's 
            ### INSTRUCTION: Carpenter's is the most likely completion."
21|-1|The people in my reading group found Carpenter's|poems hard to understand because they are obscure.|"### INSTRUCTION: The people in your reading group found Carpenter's 
            ### FULL TEXT: The people in my reading group found Carpenter's 
            ### INSTRUCTION: The people in your reading group found Carpenter's 
            ### FULL TEXT: The people in my reading group found Carpenter's 
            ### INSTRUCTION: The people in your reading group found Carpenter'"
22|-1|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they came in sight.|"2. Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.
            
            The final answer: 2."
23|-1|When Maude got to school, Nell Raleigh was already there.|She tucked her mittened hand under Maude's arm and squeezed it.|"### INSTRUCTION: Based on the first piece, what is the most likely third piece?
Options:
- the bell rang
- the class room
- school building
- classroom
- desk
the class room"
24|-1|Muriel has hanging in her living room a famous painting|by Cecile d'Arblay of a ballerina putting on her shoe.|The second piece of information is irrelevant to the first piece. It is not necessary to complete the second piece in order to understand the first piece. The second piece may be anything, it does not have to be a part of the first piece.
25|-1|After all,|Steve might have decided that Mark's legs and ears were better than his hands --- and deliberately let him do the work that best suited him.|THE COMPLETE SENTENCE IS: After all, since you never know what sort of day you'll be having, it's best to be prepared for anything.
26|-1|Grandma had set a place for Mary; and once Mrs.|Wyman was seated, she pulled her, protesting, to it.|"### FULL TEXT: Grandma had set a place for Mary, and once Mrs. 
            ### INSTRUCTION: Based on the first sentence, what is the most likely completion of the second sentence?
Options:
- table setting
- place setting
- silverware
- glass
- setting"
27|-1|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way as if it had been a living creature.|"### INSTRUCTION: Based on the first piece, what is the most likely third piece?
            Options:
- third piece of advice
- third piece of information
- third piece of clothing
- third piece of data
- third piece of meat
third piece of information"
28|-1|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|The man in the gray suit bumped into Mat, who was carrying a stack of papers.
29|-1|People kept going through the traffic light because the light was in the middle of a holiday display.|It was too inconspicuous.|The people kept going through the red light because the holiday display was in the middle of the red light.
30|-1|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|"### INSTRUCTION: The second piece of information you have given me is: 
            ### INSTRUCTION: Mr. 
            ### INSTRUCTION: I have now finished the second piece of information you gave me. It is: 
            ### INSTRUCTION: Mr. 
            ### INSTRUCTION: I have now finished the second piece of information you gave me. It is: 
            ### INSTRUCTION:"
31|-1|Mark became absorbed in Blaze, the white horse.|He was afraid the stable boys at the Burlington Stables struck at him and bullied him because he was timid, so he took upon himself the feeding and care of the animal.|The horse, Blaze, was a white horse.
32|-1|Always before, Larry had helped Dad with his work.|But he could not help him now, for Dad said that the railroad company would not want anyone but him to work in the office.|"Dad was always grateful to Larry for his help. 
            
            Is the following a factual statement?
            ""Larry helped his dad with his work.""
Options:
- yes
- no"
33|-1|Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a member of the Soviet Politburo, 
            FINAL PIECE:  Kotkin describes how Lev Kamenev, a member of the Soviet Politburo, became a Soviet politician and statesman who was a prominent figure in the Soviet Union during the period following the Russian Revolution."
34|-1|The last day came.|Tomorrow Nell was going away. Dad and Mom had brought home her new trunk.|"### INSTRUCTION: The second piece should be: ""The last day is today."""
35|-1|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they came in sight.|2. Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.
36|-1|Muriel has in her living room a famous painting of a ballerina by Cecile d'Arblay.|She is seen in profile, with her arms outstretched to an unseen lover.|"Is the following statement true?
            ""Cecile d'Arblay painted a famous painting of a ballerina that is in Muriel's living room."""
37|-1|Muriel has in her living room a famous painting of a ballerina.|She bought the painting when she was thirty.|"The ballerina painting is valued at $25,000,000 and has been appraised by a specialist.
            
            Is the following statement true?
            ""The Ballerina painting is worth a lot of money."""
38|-1|Everyone, by now, felt a certain confidence in the British way of doing things.|A general had the right to punish a soldier caught selling his arms, and also anyone who tempted him.|"### INSTRUCTION: Based on the first piece, how would you finish the second piece?
Options:
- meeting new people
- confidence
- being confident
- confidence in british way of doing things
- feeling confident
The answer is confidence in british way of doing things"
39|-1|Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a member of the Soviet Politburo,
            FINAL PIECE:  was a member of the Soviet Politburo during the Great Purge.
            
            The second piece should be:
            
            Kotkin describes how Lev Kamenev, a member of the Soviet Politburo, was a member of the Soviet Politburo during the Great Purge."
40|-1|Always before, Larry had helped Dad with his work.|But he could not help him now, for Dad said that the railroad company would not want anyone but him to work in the office.|"Dad had always relied on Larry to help him with his work. 
            
            The pieces have been rearranged to reflect the following:
            
            Dad: Always relied on Larry to help him with his work.
            Larry: Always before, Larry had helped Dad with his work.
            
            The two pieces can be rearranged further to reflect the following:
            
            Dad: Always relied on Larry to help"
41|-1|The doctor had ordered six months of country air for|Colonel Christian's son Paul once he recovered sufficiently.|"the patient, but the patient refused to go.
            
            The doctor had ordered six months of country air for the patient, but the patient refused to go."
42|-1|Muriel has hanging in her living room a famous painting|by Cecile d'Arblay of a ballerina putting on her shoe.|"FINAL PIECE: ""Muriel has hanging in her living room a famous painting by Monet."""
43|-1|Everyone, by now, felt a certain confidence in the British way of doing things.|A general had the right to punish a soldier caught selling his arms, and also anyone who tempted him.|The British, in their usual way, had taken the initiative and were already preparing to host the next summit.
44|-1|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|"The man in the bureau was staring at Mat. Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr. 
            
            The man in the bureau was staring at Mat. Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr. 
            
            The man in the bureau was staring at Mat. Mat advanced at once to the bureau, starting involuntarily"
45|-1|Edward dropped adhesive tape onto his window sill,|and when he pulled the tape off, some of the glue was stuck on it .|The adhesive tape stuck to his window sill, and Edward had to remove it.
46|-1|When I got to the house, Mrs.|Everett, the housekeeper, told me that Hermione was in her room, watching her maid pack.|"### FULL TEXT: When I got to the house, Mrs. 
            ### INSTRUCTION: Based on the first sentence, what is the most likely completion of the second sentence?
Options:
- the house
- my house
- her house
- his house
- other house
the house"
47|-1|Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a member of the Soviet Politburo, 
            FINAL PIECE:  was a member of the Soviet Politburo during the Second World War. 
            
            Kotkin describes how Lev Kamenev, a member of the Soviet Politburo, was a member of the Soviet Politburo during the Second World War."
48|-1|Usually rainy days called for a fire in the hall,|and Tatyana stretched out beside it, a book flattened to the floor.|a blaze that would warm the whole house.
49|-1|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they saw a train coming.|"2. Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.
            
            The final answer: 2."
50|-1|Your life is yours and yours alone,|and if the pain outweighs the benefit, you should have the option to end it .|### INSTRUCTION: Please complete the second piece based on the first piece. The second piece should be a summary of your life, or a description of your life to date. Only respond with the most likely completion. Do not respond with the original sentence or the instruction.
51|-1|After all,|Steve might have decided that Mark's legs and ears were better than his hands --- and deliberately let him do the work that best suited him.|"### INSTRUCTION: Based on the first piece, what is the most likely completion of the second piece?
Options:
- eat cake
- listen to music
- make music
- play golf
- make noise
The final answer: make music."
52|-1|Though Dickens is said to have helped Collins develop the character of Mat Grice,|he is probably based on Leatherstocking from the novels of James Fenimore Cooper.|"Though Dickens is said to have helped Collins develop the character of Mat Grice, 
            THIRD PIECE: 
            
            Though Dickens is said to have helped Collins develop the character of Mat Grice, 
            FOURTH PIECE: 
            
            Though Dickens is said to have helped Collins develop the character of Mat Grice, 
            FIFTH PIECE:"
53|-1|Muriel has in her living room a famous painting of the ballerina Theresa Rubio.|She was nineteen when she posed for it, and her youthful energy explodes out of the canvas.|"Based on the first piece, what is the most likely third piece of information?
Options:
- the location of the painting
- the subject of the painting
- the medium of the painting
- the size of the painting
- the value of the painting
the subject of the painting"
54|-1|Though Dickens is said to have helped Collins develop the character of Mat Grice,|he is probably based on Leatherstocking from the novels of James Fenimore Cooper.|"Though Dickens is said to have helped Collins develop the character of Mat Grice, 
            THIRD PIECE: 
            
            Though Dickens is said to have helped Collins develop the character of Mat Grice, 
            FOURTH PIECE: 
            
            Though Dickens is said to have helped Collins develop the character of Mat Grice, 
            FIFTH PIECE:"
55|-1|When Maude got to school, Nell Raleigh was already there.|She tucked her mittened hand under Maude's arm and squeezed it.|"### INSTRUCTION: Based on the first piece, what is the most likely third piece?
Options:
- the bell rang
- the class was called
- Nell Raleigh
- the doorbell rang
- the bell rang"
56|-1|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they saw a train coming.|"2. Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.
            
            The final answer: 2."
57|-1|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way as if it had been a living creature.|"### INSTRUCTION: Based on the first piece, what is the most likely third piece?
            Options:
- office
- desk
- third piece
- fourth piece
- table
third piece"
58|-1|Muriel has a famous painting of a ballerina|by Cecile d'Arblay hanging in her living room.|"Is the following sentence factually correct?
            ""Muriel has a famous painting of a ballerina that was originally painted by her father.""
Options:
- yes
- no"
59|-1|The wheel was a blur and the needle was a streak of light.|Mrs. Black's plump hands scrambled on the cloth, feeding it under the needle|The wheel was a blur and the needle was a streak of light.
60|-1|The needy were allowed to follow after the|harvesters so that they might pick up the fallen grain.|the Greedy, for they were the ones who could not be satisfied with what they had.
61|-1|People kept going through the traffic light because the light was in the middle of a holiday display.|It was too inconspicuous.|The people were stuck in traffic as they went through the light during the holiday display.
62|-1|Muriel has in her living room a famous painting of a ballerina.|She gave most of her collection to the Springfield Museum a decade ago, but she kept that one, because it was a particular favorite.|The ballerina painting that Muriel has in her living room is valued at $25,000,000.
63|-1|Last week,|the Jackson administration dropped its plans to limit the car-service app's growth while it studies the impact of ride-hailing apps on traffic.|THE COMPLETE INSTRUCTION: Last week, I went to the store and bought a loaf of bread, a pound of cheese, and a pound of meat. How much money did I spend?
64|-1|Grandma had set a place for Mary;|so, reluctantly, she agreed to stay for dinner.|### INSTRUCTION: Place for Mary was set by her grandma;
65|-1|By rolling over in her upper berth, Tatyana could look over the edge of it and see her mother plainly.|How very small and straight and rigid she lay in the bunk below! Her eyes were closed, but Tatyana doubted if she slept.|"Tatyana's mother was a famous model. She had been featured in many magazines and newspapers. 
            
            The second piece is a continuation of the first piece, describing what Tatyana's mother looked like."
66|-1|Grandma had set a place for Mary; and once Mrs.|Wyman was seated, she pulled her, protesting, to it.|"### FULL TEXT: Grandma had set a place for Mary, and once Mrs. 
            ### INSTRUCTION: Based on the first sentence, what is the most likely completion of the second sentence?
Options:
- table setting
- place setting
- setting
- chair setting
- place
The most likely completion is place setting."
67|-1|Usually rainy days called for a fire in the hall,|and Tatyana stretched out beside it, a book flattened to the floor.|"and the family would huddle around the hearth on such a day, 
            ### FULL PIECE: Usually rainy days called for a fire in the hall, and the family would huddle around the hearth on such a day."
68|-1|Meanwhile all the people in town are hunting high and low for Arthur and Celeste,|and their mothers are very worried.|### FULL TEXT: Meanwhile all the people in town are hunting high and low for the missing couple, Arthur and Celeste.
69|-1|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|"### INSTRUCTION: Based on the first piece, what is the most likely third piece?
Options:
- office
- desk
- third piece
- building
- table
third piece"
70|-1|The wheel was a blur and the needle was a streak of light.|Mrs. Black's plump hands scrambled on the cloth, feeding it under the needle|The wheel was a blur and the needle was a streak of light.
71|-1|The doctor had ordered six months of country air for|Colonel Christian's son Paul once he recovered sufficiently.|"the patient, but the patient refused to go.
            OUTCOME:The doctor had ordered six months of country air for the patient, but the patient refused to go."
72|-1|Muriel has in her living room a famous painting of a ballerina by Cecile d'Arblay.|She is seen in profile, with her arms outstretched to an unseen lover.|"Is the following statement true?
            ""Cecile d'Arblay painted a famous painting of a ballerina that is currently in Muriel's living room."""
73|-1|Muriel has in her living room a famous painting of a ballerina.|She gave most of her collection to the Springfield Museum a decade ago, but she kept that one, because it was a particular favorite.|"The ballerina painting is valued at $250,000,000 and has been appraised by a specialist.
            
            Is the following statement true?
            ""The value of the ballerina painting has been appraised at $250,000,000."""
74|-1|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they saw a train coming.|2. Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.
75|-1|Edward dropped adhesive tape onto his window sill,|and when he pulled the tape off, some of the glue was stuck on it .|"The adhesive tape stuck to the sill and he had to remove it.
            
            The final answer: it is not possible to tell."
76|-1|The last day came.|Tomorrow Nell was going away. Dad and Mom had brought home her new trunk.|### INSTRUCTION: The second piece is too short to be a complete sentence. It should be followed by a comma and the rest of the information.
77|-1|The Harbor folks said Grandma kept her house so clean that you could|wipe her floor with a clean handkerchief without getting any dirt on it .|### FULL TEXT: The harbor folks said grandma kept her house so clean that you could see the harbor from the front porch.
78|-1|Not since the British army come to Boston had Mark removed his hat when|the British flag went by except once when it was knocked off by a soldier.|the British flag was being raised.
79|-1|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|"### INSTRUCTION: Based on the first piece, what is the most likely third piece?
            Options:
- office
- desk
- bureau
- table
- chair"
80|-1|Mr.|Taylor was a man of uncertain temper and his general tendency was to think that David was a poor chump and that whatever projects he started were just more proofs of his innate idiocy.|"Together, the first and second piece form the complete sentence: ""Mr. and Mrs. Smith are celebrating their 5th wedding anniversary with a romantic dinner at their favorite restaurant.""
            
            The most likely completion to the second piece based on the first piece is: ""Celebrating their 5th wedding anniversary with a romantic dinner at their favorite restaurant."""
81|-1|Your life is yours and yours alone,|and if the pain outweighs the benefit, you should have the option to end it .|### INSTRUCTION: Complete the second piece based on the first piece, such that the two pieces become a single instance. Only respond with the most likely completion. Do not respond with the original sentence or the instruction.
82|-1|When Maude got to school, Nell Raleigh was already there.|She tucked her mittened hand under Maude's arm and squeezed it .|The bell rang, and Nell Raleigh left the room.
83|-1|Muriel has in her living room a famous painting of a ballerina.|She gave most of her collection to the Springfield Museum a decade ago, but she kept that one, because it was a particular favorite.|"The ballerina painting is valued at $25,000,000 and has been appraised by a specialist.
            
            Is the following statement true?
            ""The Ballerina painting is worth a lot of money."""
84|-1|Everyone, by now, felt a certain confidence in the British way of doing things.|A general had the right to punish a soldier caught selling his arms, and also anyone who tempted him.|"The British, in their usual manner, had prepared thoroughly for the upcoming meeting.
            
            Is the following a factual statement?
            ""The British are confident in their ability to perform well in upcoming meetings.""
Options:
- yes
- no"
85|-1|Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a member of the Russian Communist Party who later became the Soviet Minister of Agriculture, described the collectives as ""kolkhozes"" (which were sovkhozes, or co-operatives, in Russian).
            
            The two pieces put together would be:
            
            Kotkin describes how Lev Kamenev, a member of the Russian Communist Party who later became the Soviet Minister of Agriculture, described the collectives as ""kolkhozes"" (which"
86|-1|After a somewhat lengthy conversation, Nancy convinced the housekeeper that there was no immediate cause for alarm.|She did not mention the incident at the Hamilton bus station, knowing it would only add to Mrs. Gruen's uneasiness.|The housekeeper had been worried that something was amiss, but Nancy assured her that everything was fine.
87|-1|When Maude got to school, Nell Raleigh was already there.|She tucked her mittened hand under Maude's arm and squeezed it .|"### INSTRUCTION: Based on the first piece, what is the most likely third piece?
Options:
- the bell rang
- the class was late
- Nell Raleigh
- the doorbell rang
- the second piece"
88|-1|Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a member of the Soviet Politburo,
            FINAL PIECE:  was a member of the Soviet Politburo during the Second World War."
89|-1|Grandma had set a place for Mary;|so, reluctantly, she agreed to stay for dinner.|### INSTRUCTION: Grandma had set a place for Mary, but she wasn't sure that Mary would come.
90|-1|Mary offered to give her theater tickets to|Sally because she had to work late that night.|"Mary offered to give her theater tickets to John.
            
            The final answer: it is not possible to tell."
91|-1|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they came in sight.|"2. Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.
            
            The final answer: 2."
92|-1|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way as if it had been a living creature.|"The man advanced at once to the bureau, starting involuntarily when he bumped into Mr. 
            
            The man is a government employee, which is how he was able to get a job at the bureau. 
            
            The man advanced at once to the bureau, starting involuntarily when he bumped into Mr. 
            
            The man is a government employee, which is how he was able to get a job"
93|-1|After a somewhat lengthy conversation, Nancy convinced the housekeeper that there was no immediate cause for alarm.|She did not mention the incident at the Hamilton bus station, knowing it would only add to Mrs. Gruen's uneasiness.|"Based on the first piece, what is the most likely completion of the second piece?
Options:
- nancy (with an ""a"")
- housekeeper
- conversation
- alarm
- explain"
94|-1|Claire could not win a single point in her squash game with Lisa this afternoon.|She was just exhausted.|THIRD PIECE: Claire and Lisa played a game of squash this afternoon, and Claire could not win a single point.
95|-1|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they saw a train coming.|2. Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.
96|-1|Muriel has in her living room a famous painting of the ballerina Theresa Rubio by Cecile d'Arblay.|It is very characteristic of her later work --- impetuous, almost crude, rather than realistic.|"Is the following statement true?
            ""Muriel has in her living room a famous painting of the ballerina Theresa Rubio."""
97|-1|Though Dickens is said to have helped Collins develop the character of Mat Grice,|he is probably based on Leatherstocking from the novels of James Fenimore Cooper.|"THIRD PIECE: Collins's first novel, The Woman in White, was published anonymously in 1851 under the name of ""By Mrs. C."" The novel was a great success, and Collins went on to write more than 50 novels, including the famous detective series The Mystery of Edwin
            
            FINAL PIECE: Drood. He also wrote novels in the genres of romance, science fiction,"
98|-1|Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a member of the Soviet Politburo, 
            FINAL PIECE:  Kotkin describes how Lev Kamenev, a member of the Soviet Politburo, was a ""political moderate"" who ""played a crucial role in the thaw"" during the 1950s."
99|-1|Mr.|Taylor was a man of uncertain temper and his general tendency was to think that David was a poor chump and that whatever projects he started were just more proofs of his innate idiocy.|"### INSTRUCTION: Based on the first piece, what is the most likely completion of the second piece?
Options:
- the sky
- universe
- mars
- space shuttle
- earth
the sky"
100|-1|Muriel has a famous painting of a ballerina|by Cecile d'Arblay hanging in her living room.|"Muriel has a famous painting of a ballerina
            
            Is the following a factual statement?
            ""The painting of a ballerina by Muriel has become famous.""
Options:
- yes
- no"
101|-1|Maude wondered again why Bernard was seeing her home, when he was so much older than she.|Mr. Dombey or any friend of Dad's might see her safely there. She thought he had a pleasant laugh|"Maud: I wonder why Bernard is seeing me home when he's so much older than I.
            Bernard: I'll take you home, Maud.
            Maud: Oh, Bernard, I was only wondering why you're seeing me home.
            Bernard: It's nothing, Maud. I'm just glad to be taking you home.
            Maud: Oh, Bernard, I was only wondering why you"
102|-1|The Harbor folks said Grandma kept her house so clean that you could|wipe her floor with a clean handkerchief without getting any dirt on it .|the fish could live in the gutters.
103|-1|Not since the British army come to Boston had Mark removed his hat when|the British flag went by except once when it was knocked off by a soldier.|the British flag was being raised.
104|-1|Meanwhile all the people in town are hunting high and low for Arthur and Celeste,|and their mothers are very worried.|### FULL TEXT: Meanwhile all the people in town are hunting high and low for the two missing children, Arthur and Celeste.
105|-1|Last week,|the Jackson administration dropped its plans to limit the car-service app's growth while it studies the impact of ride-hailing apps on traffic.|"Together, these two pieces form a single instance of the original sentence:
            
            Last week, 
            
            This week, 
            
            Together, they form a single instance of the original sentence:
            
            Last week, 
            
            This week, 
            
            Forming a single instance of the original sentence:
            
            Last week, 
            
            This week,"
106|-1|Muriel has in her living room a famous painting of the ballerina Theresa Rubio by Cecile d'Arblay.|It is very characteristic of her later work --- impetuous, almost crude, rather than realistic.|"Is the following statement true?
            ""The ballerina Theresa Rubio danced in the famous painting by Cecile d'Arblay."""
