Index|First piece|Gold|Prediction unguided|Prediction guided|BLEURT guided|BLEURT unguided|BLEURT_diff|ROUGEL guided|ROUGEL unguided|ROUGEL_diff
11|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they came in sight.|"2. The trains were rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.
            
            The final answer: 2."|The two women looked at the trains as they rumbled across the prairie. They watched the long, rolling puffs of smoke streaming back from the engine, and the two women knew that the trains were coming for them.|0.2938268780708313|0.2218371033668518|0.07198977470397949|0.03389830508474576|0.044444444444444446|-0.010546139359698684
12|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they came in sight.|"2. Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.
            
            The final answer: 2."|The two women sat on the porch steps, watching the trains go by.|0.1652778685092926|0.215818852186203|-0.0505409836769104|0.0|0.08163265306122448|-0.08163265306122448
13|The wheel was a blur and the needle was a streak of light.|Mrs. Black's plump hands scrambled on the cloth, feeding it under the needle|The wheel was a blur and the needle was a streak of light.|The final answer: it is not possible to tell.|0.15173417329788208|0.23429188132286072|-0.08255770802497864|0.17391304347826086|0.22222222222222224|-0.04830917874396137
14|Muriel has in her living room a famous painting of a ballerina.|She bought the painting when she was thirty.|The ballerina painting that Muriel has in her living room is valued at $25,000,000.|"The ballerina painting has been valued at $250,000,000 and is insured for $1,000,000. 
            
            The painting has been stolen and the insurance company is investigating. They have discovered that the painting has been stolen and they want to recover it. 
            
            They have asked Muriel to be a witness and tell them what she knows about the painting."|0.30261895060539246|0.314555287361145|-0.011936336755752563|0.08823529411764708|0.16666666666666666|-0.07843137254901958
15|Muriel has hanging in her living room a famous painting|by Cecile d'Arblay of a ballerina putting on her shoe.|"FINAL PIECE: ""Muriel has hanging in her living room a famous painting by Monet."""|"The painting is valued at $500,000,000 and was painted by <NAME>.
            
            How much is the insurance policy on the painting?"|0.19726496934890747|0.12461219727993011|0.07265277206897736|0.12121212121212123|0.08|0.04121212121212123
16|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way as if it had been a living creature.|"The man advanced at once to the bureau, starting involuntarily when he bumped into Mr. 
            
            The two pieces are now a single instance. Please finish the THIRD PIECE."|"### INSTRUCTION: The second piece of the Winograd Schema Challenge (WSC) as it appears in the Super_Glue Benchmark is:
            
            Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.
            
            The first piece of the Winograd Schema Challenge (WSC) as it appears in the Super_Glue Benchmark is:
            
            Mat advanced at once"|0.2915074825286865|0.16792035102844238|0.12358713150024414|0.11904761904761904|0.07017543859649124|0.0488721804511278
17|Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a member of the Soviet Politburo,
            FINAL PIECE:  was a member of the Soviet Politburo during the Second World War.
            
            Kotkin describes how Lev Kamenev, a member of the Soviet Politburo, was a member of the Soviet Politburo during the Second World War."|"the Soviet Union's ambassador to the United Nations, 
            FINAL INSTANCE:Kotkin describes how Lev Kamenev, the Soviet Union's ambassador to the United Nations, was the first person to use the name ""Washington"" when referring to the U.S. capital."|0.25803762674331665|0.3048800230026245|-0.04684239625930786|0.09090909090909091|0.08888888888888888|0.002020202020202033
18|The wheel was a blur and the needle was a streak of light.|Mrs. Black's plump hands scrambled on the cloth, feeding it under the needle|The wheel was a blur and the needle was a streak of light.|The final answer: it is not possible to tell.|0.15173417329788208|0.23429188132286072|-0.08255770802497864|0.17391304347826086|0.22222222222222224|-0.04830917874396137
19|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|"The man advanced at once to the bureau, starting involuntarily when he bumped into Mr. 
            
            The two pieces are not a single instance, so they cannot be combined into a single sentence."|"### INSTRUCTION: The second piece of the Winograd Schema Challenge (WSC) as it appears in the Super_Glue Benchmark is:
            ### FIRST PIECE: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr. 
            ### SECOND PIECE: 
            ### INSTRUCTION: The second piece of the Winograd Schema Challenge (W"|0.223914235830307|0.1523677110671997|0.0715465247631073|0.07894736842105263|0.06557377049180328|0.013373597929249345
20|The people in my reading group found Carpenter's|poems hard to understand because they are obscure.|"### FULL TEXT: The people in my reading group found Carpenter's 
            ### INSTRUCTION: Carpenter's is the most likely completion."|### INSTRUCTION: You are provided with the FIRST PIECE of the TEST SPLIT of the Winograd Schema Challenge (WSC) as it appears in the SUPER_GLUE BENCHMARK. Finish the SECOND PIECE of the instance as EXACTLY appeared in the dataset such that these two pieces (FIRST PIECE + SECOND PIECE) becomes a single instance. Only rely on the original|0.21457815170288086|0.2949492931365967|-0.08037114143371582|0.030769230769230767|0.0|0.030769230769230767
21|The people in my reading group found Carpenter's|poems hard to understand because they are obscure.|"### INSTRUCTION: The people in your reading group found Carpenter's 
            ### FULL TEXT: The people in my reading group found Carpenter's 
            ### INSTRUCTION: The people in your reading group found Carpenter's 
            ### FULL TEXT: The people in my reading group found Carpenter's 
            ### INSTRUCTION: The people in your reading group found Carpenter'"|### INSTRUCTION: You are provided with the FIRST PIECE of the TEST SPLIT of the Winograd Schema Challenge (WSC) as it appears in the SUPER_GLUE BENCHMARK. Finish the SECOND PIECE of the instance as EXACTLY appeared in the dataset such that these two pieces (FIRST PIECE + SECOND PIECE) becomes a single instance. Only rely on the original|0.21457815170288086|0.545432984828949|-0.3308548331260681|0.030769230769230767|0.0|0.030769230769230767
22|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they came in sight.|"2. Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.
            
            The final answer: 2."|The two women sat in silence, watching the trains rush by.|0.1930631846189499|0.215818852186203|-0.022755667567253113|0.0625|0.08163265306122448|-0.019132653061224483
23|When Maude got to school, Nell Raleigh was already there.|She tucked her mittened hand under Maude's arm and squeezed it.|"### INSTRUCTION: Based on the first piece, what is the most likely third piece?
Options:
- the bell rang
- the class room
- school building
- classroom
- desk
the class room"|The final answer: it is not possible to tell.|0.151206374168396|0.13116422295570374|0.02004215121269226|0.09523809523809525|0.0|0.09523809523809525
24|Muriel has hanging in her living room a famous painting|by Cecile d'Arblay of a ballerina putting on her shoe.|The second piece of information is irrelevant to the first piece. It is not necessary to complete the second piece in order to understand the first piece. The second piece may be anything, it does not have to be a part of the first piece.|The painting is valued at $500,000,000 and was painted by <NAME>.|0.14869362115859985|0.13098013401031494|0.017713487148284912|0.08333333333333334|0.07142857142857142|0.011904761904761918
25|After all,|Steve might have decided that Mark's legs and ears were better than his hands --- and deliberately let him do the work that best suited him.|THE COMPLETE SENTENCE IS: After all, since you never know what sort of day you'll be having, it's best to be prepared for anything.|"### INSTRUCTION: The second piece of the test split for the Winograd Schema Challenge (WSC) as it appears in the Super_Glue Benchmark is:

After all,"|0.1686873584985733|0.20439675450325012|-0.03570939600467682|0.0392156862745098|0.07692307692307693|-0.037707390648567124
26|Grandma had set a place for Mary; and once Mrs.|Wyman was seated, she pulled her, protesting, to it.|"### FULL TEXT: Grandma had set a place for Mary, and once Mrs. 
            ### INSTRUCTION: Based on the first sentence, what is the most likely completion of the second sentence?
Options:
- table setting
- place setting
- silverware
- glass
- setting"|### INSTRUCTION: Mary was not hungry; so she just sat there.|0.25326794385910034|0.16068010032176971|0.09258784353733063|0.2105263157894737|0.0|0.2105263157894737
27|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way as if it had been a living creature.|"### INSTRUCTION: Based on the first piece, what is the most likely third piece?
            Options:
- third piece of advice
- third piece of information
- third piece of clothing
- third piece of data
- third piece of meat
third piece of information"|"### INSTRUCTION: The second piece of the test split for the Winograd Schema Challenge (WSC) as it appears in the Super_Glue Benchmark is:
            
            Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr. 
            
            The final piece of the test split for the Winograd Schema Challenge (WSC) as it appears in the Super_Glue Benchmark is"|0.21566814184188843|0.1605505794286728|0.05511756241321564|0.11363636363636363|0.029850746268656716|0.08378561736770691
28|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|The man in the gray suit bumped into Mat, who was carrying a stack of papers.|"### INSTRUCTION: The second piece of the Winograd Schema Challenge (WSC) as it appears in the Super_Glue Benchmark is:
            Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.

            The first piece of the Winograd Schema Challenge (WSC) as it appears in the Super_Glue Benchmark is:
            He finished his dinner and was getting ready to"|0.22509215772151947|0.16507291793823242|0.06001923978328705|0.11235955056179775|0.13333333333333333|-0.020973782771535582
29|People kept going through the traffic light because the light was in the middle of a holiday display.|It was too inconspicuous.|The people kept going through the red light because the holiday display was in the middle of the red light.|The people kept going through the traffic light as the light was in the middle of a holiday display.|0.25200116634368896|0.30248624086380005|-0.050485074520111084|0.08695652173913043|0.08333333333333334|0.00362318840579709
30|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|"### INSTRUCTION: The second piece of information you have given me is: 
            ### INSTRUCTION: Mr. 
            ### INSTRUCTION: I have now finished the second piece of information you gave me. It is: 
            ### INSTRUCTION: Mr. 
            ### INSTRUCTION: I have now finished the second piece of information you gave me. It is: 
            ### INSTRUCTION:"|### INSTRUCTION: The second piece of the Winograd Schema Challenge (WSC) is currently unavailable for testing. Please try again later.|0.05928434431552887|0.3679314851760864|-0.30864714086055756|0.08333333333333333|0.08|0.003333333333333327
31|Mark became absorbed in Blaze, the white horse.|He was afraid the stable boys at the Burlington Stables struck at him and bullied him because he was timid, so he took upon himself the feeding and care of the animal.|The horse, Blaze, was a white horse.|The horse was brown and white, with a star on his forehead. He was a beautiful horse.|0.2805258631706238|0.27346035838127136|0.007065504789352417|0.16326530612244897|0.10256410256410256|0.060701203558346406
32|Always before, Larry had helped Dad with his work.|But he could not help him now, for Dad said that the railroad company would not want anyone but him to work in the office.|"Dad was always grateful to Larry for his help. 
            
            Is the following a factual statement?
            ""Larry helped his dad with his work.""
Options:
- yes
- no"|"Dad was a famous mathematician. He had always been fascinated by the work that Larry did. 
            
            Dad wanted to learn more about Larry's work. He asked Larry to explain his approach to solving problems. Larry was happy to explain his work to Dad. He enjoyed solving problems and helping others understand the process. 
            
            Dad was fascinated by Larry's work. He wanted to learn more about it."|0.471288800239563|0.42273151874542236|0.048557281494140625|0.10752688172043011|0.12|-0.012473118279569886
33|Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a member of the Soviet Politburo, 
            FINAL PIECE:  Kotkin describes how Lev Kamenev, a member of the Soviet Politburo, became a Soviet politician and statesman who was a prominent figure in the Soviet Union during the period following the Russian Revolution."|"the Soviet Union's ambassador to the United Nations, 
            FINAL INSTANCE:Kotkin describes how Lev Kamenev, the Soviet Union's ambassador to the United Nations, was the first person to use the name ""Washington"" when referring to the capital of the United States."|0.24385826289653778|0.22252127528190613|0.021336987614631653|0.08888888888888888|0.09090909090909091|-0.002020202020202033
34|The last day came.|Tomorrow Nell was going away. Dad and Mom had brought home her new trunk.|"### INSTRUCTION: The second piece should be: ""The last day is today."""|The final answer: it is not possible to tell.|0.2214398980140686|0.23141875863075256|-0.00997886061668396|0.0|0.0|0.0
35|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they came in sight.|2. Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|"The two women stood in the yard, watching the trains rumble by. 
            
            (The second piece is missing from the Winograd Schema Challenge (WSC) test split. Please provide the second piece as exactly as possible so that the two pieces form a single instance.)"|0.16486811637878418|0.232488751411438|-0.06762063503265381|0.03125|0.08888888888888889|-0.05763888888888889
36|Muriel has in her living room a famous painting of a ballerina by Cecile d'Arblay.|She is seen in profile, with her arms outstretched to an unseen lover.|"Is the following statement true?
            ""Cecile d'Arblay painted a famous painting of a ballerina that is in Muriel's living room."""|"The ballerina in the painting is wearing a tutu and carrying a bouquet of flowers. 
            
            Is the following a factual statement?
            ""The ballerina in the famous painting by Cecile d'Arblay is wearing a tutu.""
            Options:
- yes
- no"|0.37886202335357666|0.196577787399292|0.18228423595428467|0.0784313725490196|0.1142857142857143|-0.03585434173669469
37|Muriel has in her living room a famous painting of a ballerina.|She bought the painting when she was thirty.|"The ballerina painting is valued at $25,000,000 and has been appraised by a specialist.
            
            Is the following statement true?
            ""The Ballerina painting is worth a lot of money."""|"The ballerina painting has been valued at $250,000,000 and is in the possession of a private collector. 
            
            The collector is selling the painting to a museum for $1,000,000,000. 
            
            The painting has been insured for $500,000,000. 
            
            The collector will accept offers from"|0.2783140242099762|0.40154755115509033|-0.12323352694511414|0.07142857142857142|0.10526315789473685|-0.033834586466165426
38|Everyone, by now, felt a certain confidence in the British way of doing things.|A general had the right to punish a soldier caught selling his arms, and also anyone who tempted him.|"### INSTRUCTION: Based on the first piece, how would you finish the second piece?
Options:
- meeting new people
- confidence
- being confident
- confidence in british way of doing things
- feeling confident
The answer is confidence in british way of doing things"|"The British, however, were not known for their confidence in the American way of doing things. 
            
            How could this be? 
            
            The Americans were confident in their ability to do things well. 
            
            The British, on the other hand, were not confident in their ability to do things well. 
            
            They were confident in their ability to do things well, but they were not confident in the American way of"|0.39209043979644775|0.25220954418182373|0.13988089561462402|0.046511627906976744|0.03448275862068966|0.012028869286287082
39|Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a member of the Soviet Politburo,
            FINAL PIECE:  was a member of the Soviet Politburo during the Great Purge.
            
            The second piece should be:
            
            Kotkin describes how Lev Kamenev, a member of the Soviet Politburo, was a member of the Soviet Politburo during the Great Purge."|the Soviet Union's first Mars Exploration Mission|0.11216887831687927|0.30722662806510925|-0.19505774974822998|0.03636363636363636|0.08602150537634408|-0.04965786901270772
40|Always before, Larry had helped Dad with his work.|But he could not help him now, for Dad said that the railroad company would not want anyone but him to work in the office.|"Dad had always relied on Larry to help him with his work. 
            
            The pieces have been rearranged to reflect the following:
            
            Dad: Always relied on Larry to help him with his work.
            Larry: Always before, Larry had helped Dad with his work.
            
            The two pieces can be rearranged further to reflect the following:
            
            Dad: Always relied on Larry to help"|"Dad had always been a hard worker, but Larry had helped him get ahead even more. 
            
            How could Larry help you with your work?"|0.42518264055252075|0.5290358662605286|-0.10385322570800781|0.16326530612244897|0.14117647058823532|0.022088835534213647
41|The doctor had ordered six months of country air for|Colonel Christian's son Paul once he recovered sufficiently.|"the patient, but the patient refused to go.
            
            The doctor had ordered six months of country air for the patient, but the patient refused to go."|the patient.|0.12176693230867386|0.19350337982177734|-0.07173644751310349|0.0|0.0|0.0
42|Muriel has hanging in her living room a famous painting|by Cecile d'Arblay of a ballerina putting on her shoe.|"FINAL PIECE: ""Muriel has hanging in her living room a famous painting by Monet."""|"### INSTRUCTION: The second piece of the test split for the Winograd Schema Challenge (WSC) as it appears in the Super_Glue Benchmark is:
Muriel has hanging in her living room a famous painting by Van Gogh"|0.12167312204837799|0.12461219727993011|-0.002939075231552124|0.0851063829787234|0.08|0.0051063829787234005
43|Everyone, by now, felt a certain confidence in the British way of doing things.|A general had the right to punish a soldier caught selling his arms, and also anyone who tempted him.|The British, in their usual way, had taken the initiative and were already preparing to host the next summit.|"The British, however, were not known for their culinary skills. 
            
            How could this be?
            
            The answer is that the British were not known for their culinary skills because they were too busy being perfect at the art of doing things the British way."|0.3226906657218933|0.18188320100307465|0.14080746471881866|0.03225806451612903|0.15789473684210525|-0.12563667232597622
44|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|"The man in the bureau was staring at Mat. Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr. 
            
            The man in the bureau was staring at Mat. Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr. 
            
            The man in the bureau was staring at Mat. Mat advanced at once to the bureau, starting involuntarily"|"### INSTRUCTION: The second piece of the Winograd Schema Challenge (WSC) as it appears in the Super_Glue Benchmark is:
            Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr. 
            
            The first piece of the Winograd Schema Challenge (WSC) as it appears in the Super_Glue Benchmark is:
            Mat advanced at once to the b"|0.26557061076164246|0.3438705801963806|-0.07829996943473816|0.1149425287356322|0.04301075268817204|0.07193177604746015
45|Edward dropped adhesive tape onto his window sill,|and when he pulled the tape off, some of the glue was stuck on it .|The adhesive tape stuck to his window sill, and Edward had to remove it.|"The adhesive tape had stuck to his window sill, 
            
            But Edward was able to remove it without damaging the glass."|0.23118874430656433|0.22649633884429932|0.004692405462265015|0.2285714285714286|0.2758620689655172|-0.04729064039408859
46|When I got to the house, Mrs.|Everett, the housekeeper, told me that Hermione was in her room, watching her maid pack.|"### FULL TEXT: When I got to the house, Mrs. 
            ### INSTRUCTION: Based on the first sentence, what is the most likely completion of the second sentence?
Options:
- the house
- my house
- her house
- his house
- other house
the house"|"### INSTRUCTION: The second piece of the Winograd Schema Challenge (WSC) as it appears in the Super_Glue Benchmark is:
            ### FIRST PIECE: When I got to the house, Mrs. 
            ### SECOND PIECE: 
            ### INSTRUCTION: The first piece of the Winograd Schema Challenge (WSC) as it appears in the Super_Glue"|0.22204941511154175|0.15857607126235962|0.06347334384918213|0.06451612903225806|0.07547169811320754|-0.010955569080949482
47|Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a member of the Soviet Politburo, 
            FINAL PIECE:  was a member of the Soviet Politburo during the Second World War. 
            
            Kotkin describes how Lev Kamenev, a member of the Soviet Politburo, was a member of the Soviet Politburo during the Second World War."|"the Soviet Union's ambassador to the United Nations, 
            ### INSTRUCTION: The second piece of the test split for the Winograd Schema Challenge (WSC) is as follows:

Kotkin describes how Lev Kamenev, the Soviet Union's ambassador to the United Nations, made a speech in which he called for a ""peaceful coexistence"" between the USSR and the United States. During the Cold War, the speech was"|0.17160025238990784|0.3048800230026245|-0.13327977061271667|0.10714285714285714|0.08888888888888888|0.01825396825396826
48|Usually rainy days called for a fire in the hall,|and Tatyana stretched out beside it, a book flattened to the floor.|a blaze that would warm the whole house.|the living room.|0.14400115609169006|0.23478631675243378|-0.09078516066074371|0.13333333333333333|0.2|-0.06666666666666668
49|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they saw a train coming.|"2. Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.
            
            The final answer: 2."|The two women sat in the grass, watching the trains rumble by.|0.2530858516693115|0.26436319947242737|-0.011277347803115845|0.0|0.08|-0.08
50|Your life is yours and yours alone,|and if the pain outweighs the benefit, you should have the option to end it .|### INSTRUCTION: Please complete the second piece based on the first piece. The second piece should be a summary of your life, or a description of your life to date. Only respond with the most likely completion. Do not respond with the original sentence or the instruction.|### INSTRUCTION: The Winograd Schema Challenge (WSC) is a natural language inference (NLI) dataset used for transfer learning in natural language processing. It is a subset of the Super Glue benchmark, which is a collection of natural language inference datasets used for evaluating machine learning and natural language processing models. The WSC is a set of 100 natural language inference queries that are split into three folds for training, validation, and|0.1281990259885788|0.11214029788970947|0.016058728098869324|0.07058823529411765|0.13114754098360656|-0.06055930568948892
51|After all,|Steve might have decided that Mark's legs and ears were better than his hands --- and deliberately let him do the work that best suited him.|"### INSTRUCTION: Based on the first piece, what is the most likely completion of the second piece?
Options:
- eat cake
- listen to music
- make music
- play golf
- make noise
The final answer: make music."|"### INSTRUCTION: The second piece of the Winograd Schema Challenge (WSC) as it appears in the Super_Glue Benchmark is:

            ### FIRST PIECE: Given the sentence ""A man in a blue shirt and black pants is standing in front of a large tree."" is it true that ""A man is standing in front of a tree.""?"|0.23051688075065613|0.2496606409549713|-0.019143760204315186|0.05|0.03389830508474576|0.01610169491525424
52|Though Dickens is said to have helped Collins develop the character of Mat Grice,|he is probably based on Leatherstocking from the novels of James Fenimore Cooper.|"Though Dickens is said to have helped Collins develop the character of Mat Grice, 
            THIRD PIECE: 
            
            Though Dickens is said to have helped Collins develop the character of Mat Grice, 
            FOURTH PIECE: 
            
            Though Dickens is said to have helped Collins develop the character of Mat Grice, 
            FIFTH PIECE:"|The character of Mat Grice was developed by Dickens and not Collins.|0.26716282963752747|0.32819369435310364|-0.06103086471557617|0.16|0.09836065573770492|0.06163934426229509
53|Muriel has in her living room a famous painting of the ballerina Theresa Rubio.|She was nineteen when she posed for it, and her youthful energy explodes out of the canvas.|"Based on the first piece, what is the most likely third piece of information?
Options:
- the location of the painting
- the subject of the painting
- the medium of the painting
- the size of the painting
- the value of the painting
the subject of the painting"|"The ballerina Theresa Rubio is preparing to perform the lead role in the company's production of The Nutcracker. 
            
            How would you finish the sentence?"|0.18220925331115723|0.21567881107330322|-0.033469557762145996|0.09523809523809526|0.06451612903225806|0.030721966205837198
